Sexe,Age_Bac,Serie_Bac,Etablissement,Lieu_Habitation_Bac,Matieres_Preferees,Secteur_Desire,Competences_Techniques,Note_Maths,Note_Francais_Ecrit,Note_Francais_Oral,Note_Anglais_Ecrit,Note_Anglais_Oral,Note_Philo,Note_Physique_Chimie,Note_SVT,Note_Histoire_Geo,Note_EPS,Note_Espagnol_Ecrit,Note_Espagnol_Oral,Note_Facultative_1,Note_Facultative_2,Points_BAC,Personnalite,Religion,Secteur_Activite_Famille,Secteur_Activite,Justification_Choix,Descriptions
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,14.166710449028304,13.47221492516195,12.52778507483805,12.263892537419025,11.888859700647798,7.888859700647798,13.52778507483805,13.47221492516195,5.944429850323899,13.694495523866355,11.0,12.0,16.0555701496761,14.0,250.94469254449373,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Féminin,17,C,Lycée municipal de Port Bouet ,Gonzague ,"Mathematiques, Science Physique",Arts,Non,11.71756547562981,13.880405754061698,12.119594245938302,12.059797122969151,13.521623016246792,9.521623016246792,13.119594245938302,13.880405754061698,6.760811508123396,10.837159721568112,11.0,12.0,15.239188491876604,14.0,237.06620436190227,"Réservé, Timide, Sympathique, Passionné, Idéaliste, Optimiste",Christianisme,"Bois / Papier / Carton / Imprimerie, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Hotellerie, Arts",Arts,"Passion personnelle, Sécurité de l'emploi","Développement de compétences spécifiques, Gestion de projets, Spécialisation dans un domaine, Résolution de défis majeurs"
Féminin,17,C,Lycée municipal de Port Bouet ,Gonzague ,"Mathematiques, Science Physique",Arts,Non,15.27946872333797,13.286755212777004,12.713244787222996,12.356622393611497,11.14702085110802,7.14702085110802,13.713244787222996,13.286755212777004,5.57351042555401,14.992713510560964,11.0,12.0,16.42648957444599,14.0,257.2503227655818,"Réservé, Timide, Sympathique, Passionné, Idéaliste, Optimiste",Christianisme,"Bois / Papier / Carton / Imprimerie, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Hotellerie, Arts",Arts,"Passion personnelle, Sécurité de l'emploi","Développement de compétences spécifiques, Gestion de projets, Spécialisation dans un domaine, Résolution de défis majeurs"
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,12.435289708298615,13.760785048616897,12.239214951383103,12.119607475691552,13.04314019446759,9.04314019446759,13.239214951383103,13.760785048616897,6.521570097233795,11.674504659681718,11.0,12.0,15.478429902766205,14.0,241.1333083470255,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,13.632336814583024,13.561277197569495,12.438722802430505,12.219361401215252,12.245108790277985,8.245108790277985,13.438722802430505,13.561277197569495,6.122554395138993,13.071059617013526,11.0,12.0,15.877445604861007,14.0,247.91657528263713,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,12.374196920272635,13.77096717995456,12.22903282004544,12.11451641002272,13.083868719818245,9.083868719818245,13.22903282004544,13.77096717995456,6.541934359909122,11.603229740318074,11.0,12.0,15.458065640090878,14.0,240.78711588154493,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,14.037226421813656,13.493795596364391,12.506204403635609,12.253102201817805,11.975182385457563,7.975182385457563,13.506204403635609,13.493795596364391,5.9875911927287815,13.543430825449265,11.0,12.0,16.012408807271218,14.0,250.21094972361072,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,13.863603023708036,13.522732829381994,12.477267170618006,12.238633585309003,12.090931317527977,8.090931317527977,13.477267170618006,13.522732829381994,6.045465658763988,13.340870194326042,11.0,12.0,15.954534341236013,14.0,249.2270838010122,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,14.434753889848702,13.42754101835855,12.57245898164145,12.286229490820725,11.710164073434198,7.710164073434198,13.57245898164145,13.42754101835855,5.855082036717099,14.007212871490152,11.0,12.0,16.1449179632829,14.0,252.46360537580932,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,16.84748523953543,13.025419126744096,12.974580873255904,12.487290436627953,10.10167650697638,6.10167650697638,13.974580873255904,13.025419126744096,5.05083825348819,16.822066112791333,11.0,12.0,16.94916174651181,14.0,266.1357496907008,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,16.352651438040173,13.107891426993305,12.892108573006695,12.446054286503347,10.431565707973217,6.431565707973218,13.892108573006695,13.107891426993305,5.2157828539866085,16.244760011046868,11.0,12.0,16.78421714601339,14.0,263.33169148222765,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Féminin,17,C,Lycée municipal de Port Bouet ,Gonzague ,"Mathematiques, Science Physique",Arts,Non,11.188575114120406,13.968570814313265,12.031429185686735,12.015714592843366,13.874283257253063,9.874283257253063,13.031429185686735,13.968570814313265,6.937141628626532,10.22000429980714,11.0,12.0,15.06285837137347,14.0,234.06859231334897,"Réservé, Timide, Sympathique, Passionné, Idéaliste, Optimiste",Christianisme,"Bois / Papier / Carton / Imprimerie, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Hotellerie, Arts",Arts,"Passion personnelle, Sécurité de l'emploi","Développement de compétences spécifiques, Gestion de projets, Spécialisation dans un domaine, Résolution de défis majeurs"
Féminin,17,C,Lycée municipal de Port Bouet ,Gonzague ,"Mathematiques, Science Physique",Arts,Non,14.818462467582682,13.36358958873622,12.63641041126378,12.318205205631891,11.454358354944878,7.454358354944878,13.63641041126378,13.36358958873622,5.727179177472439,14.454872878846462,11.0,12.0,16.27282082252756,14.0,254.63795398296853,"Réservé, Timide, Sympathique, Passionné, Idéaliste, Optimiste",Christianisme,"Bois / Papier / Carton / Imprimerie, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Hotellerie, Arts",Arts,"Passion personnelle, Sécurité de l'emploi","Développement de compétences spécifiques, Gestion de projets, Spécialisation dans un domaine, Résolution de défis majeurs"
Masculin,17,C,COLLEGE SAINT VIATEUR,Bouaké ,"Science Physique, Anglais",Arts,Organisation,15.11386411354204,13.314355981076327,12.685644018923673,12.342822009461837,11.257423924305307,7.257423924305307,13.685644018923673,13.314355981076327,5.628711962152654,14.799508132465714,11.0,12.0,16.371288037847346,14.0,256.3118966434049,"Réservé, Confiant, Motivé, Sociable, Consciencieux, Méthodique",Christianisme,BTP / Matériaux de construction,Arts,"Passion personnelle, Innovation et créativité, Environnement de travail agréable",Développement de compétences spécifiques
Féminin,17,C,Lycée municipal de Port Bouet ,Gonzague ,"Mathematiques, Science Physique",Arts,Non,14.051424146988216,13.491429308835297,12.508570691164703,12.254285345582351,11.965717235341188,7.965717235341189,13.508570691164703,13.491429308835297,5.982858617670594,13.55999483815292,11.0,12.0,16.017141382329406,14.0,250.29140349959988,"Réservé, Timide, Sympathique, Passionné, Idéaliste, Optimiste",Christianisme,"Bois / Papier / Carton / Imprimerie, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Hotellerie, Arts",Arts,"Passion personnelle, Sécurité de l'emploi","Développement de compétences spécifiques, Gestion de projets, Spécialisation dans un domaine, Résolution de défis majeurs"
Féminin,17,C,Lycée municipal de Port Bouet ,Gonzague ,"Mathematiques, Science Physique",Arts,Non,16.445398843556557,13.092433526073908,12.907566473926092,12.453783236963046,10.369734104295627,6.3697341042956275,13.907566473926092,13.092433526073908,5.184867052147814,16.35296531748265,11.0,12.0,16.815132947852184,14.0,263.85726011348714,"Réservé, Timide, Sympathique, Passionné, Idéaliste, Optimiste",Christianisme,"Bois / Papier / Carton / Imprimerie, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Hotellerie, Arts",Arts,"Passion personnelle, Sécurité de l'emploi","Développement de compétences spécifiques, Gestion de projets, Spécialisation dans un domaine, Résolution de défis majeurs"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,11.156566462277793,10.125253169822233,14.125253169822233,12.5,12.062626584911117,7.125253169822234,9.937373415088883,12.0,10.125253169822233,12.21919304718891,11.0,12.0,15.0,14.0,213.1272785284001,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,17.684569549189998,8.10400657783501,15.473145676215005,12.5,15.684569549189996,8.473145676215005,15.580562971354986,13.684569549189996,12.315430450810004,14.788576127025006,11.0,12.0,15.0,14.842284774594999,277.47996711082493,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,13.248770666848827,11.799016533479062,15.799016533479062,12.5,12.89950826673953,8.799016533479062,9.10049173326047,12.0,11.799016533479062,15.14827893358836,11.0,12.0,15.0,14.0,228.19114880131156,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,12.975751180009071,11.580600944007259,15.580600944007259,12.5,12.79030047200363,8.580600944007259,9.20969952799637,12.0,11.580600944007259,14.7660516520127,11.0,12.0,15.0,14.0,226.2254084960653,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,17.853317731587588,7.51338793944344,15.220023402618617,12.5,15.853317731587588,8.220023402618617,16.339929792144147,13.853317731587588,12.146682268412412,14.36670567103103,11.0,12.0,15.0,14.926658865793794,280.4330603027828,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,16,C,Lycee Classique d’Abidjan ,Yopougon ,"Mathematiques, Science Physique, Anglais, Français",Informatique / Télécoms,Non,17.454543991712843,8.909096029005054,15.818184012430738,12.5,15.454543991712843,8.818184012430738,14.545447962707788,13.454543991712843,12.545456008287157,15.363640020717895,11.0,12.0,15.0,14.727271995856421,273.4545198549747,"Ouvert, Réservé, Facile, Obstiné, Attentif, Polyvalent, Tolérant",Islam,"Banque / Assurance /Finances, BTP / Matériaux de construction, Commerce / Négoce / Distribution, Informatique / Télécoms, Marketing",BTP / Matériaux de construction,Passion personnelle,"Gestion de projets, Encadrement d'équipe, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,18,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,12.632703844029177,11.306163075223342,15.306163075223342,12.5,12.653081537611671,8.306163075223342,9.346918462388329,12.0,11.306163075223342,14.285785381640848,11.0,12.0,15.0,14.0,223.75546767701007,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
Masculin,17,C,Lycée Houphouët boingny ,Korhogo ,"Mathematiques, Science Physique, Français, EPS",Chimie / Parachimie,Non,16.8591120511892,10.993107820837796,16.7113319232162,12.5,14.859112051189202,9.711331923216198,11.866004230351406,12.859112051189202,13.140887948810798,16.852219872026996,11.0,12.0,15.0,14.4295560255946,263.03446089581104,"Chaleureux, Sérieux, Timide, Calme, Sympathique, Doux, Passionné, Cohérent",Islam,"Banque / Assurance /Finances, Études et conseils, Informatique / Télécoms",BTP / Matériaux de construction,Passion personnelle,"Formation initiale, Développement de compétences spécifiques"
